Date	RELIANCE IS Equity	TCS IS Equity	BHARTI IS Equity	INFO IS Equity	HUVR IS Equity	ITC IS Equity	LT IS Equity	HDFCB IS Equity	ICICIBC IS Equity	KMB IS Equity	BAF IS Equity	SUNP IS Equity	TTAN IS Equity	SBIN IS Equity	MSIL IS Equity	MM IS Equity	AXSB IS Equity	HCLT IS Equity	UTCEM IS Equity	WPRO IS Equity	TATA IS Equity	APNT IS Equity	INDIGO IS Equity	COAL IS Equity	JSTL IS Equity	SBILIFE IS Equity	BJAUT IS Equity	DRRD IS Equity	ADSEZ IS Equity	GRASIM IS Equity	TMPV IS Equity	NIFTY Index
44691	1127.235245	3438.75	719.65	1553	2146.571094	245.7268768	1607.95	670.525	711.3	359.43	592.845	861.85	2137.35	475.2	7515.9	888.35	659.75	1072.55	6366.45	238.825	116.49	3086.35	1693.4	170.05	645.3	1081.05	3593.05	782.8	769.1	1535.993284	237.1548728	16240.05
44692	1115.687991	3412	722.85	1526.75	2129.933298	241.8482235	1570.8	674.3	714.2	361.99	580.7	854.8	2114.7	476.55	7396.45	887.05	672.35	1060.9	6340.2	235.95	116.57	3053.65	1678.9	169.85	648.95	1087.15	3612.85	776.81	759.9	1529.270014	234.97553	16167.1
44693	1092.957892	3408.65	705.4	1508.8	2105.616518	239.2466877	1526.15	651.525	695.8	352.18	559.34	850	2048.55	462.65	7253.65	865.25	649.65	1059.4	6185.45	236.9	111.77	3039.95	1631.25	167.05	624.8	1060.6	3585	776	713.3	1479.966034	225.3803679	15808
44694	1105.347846	3414.9	689.9	1504.4	2160.058539	244.6389618	1534.5	645.675	677.35	355.91	551.575	882.5	2091.7	444.65	7101.95	889.5	635.95	1052.15	6196.55	234.325	109.7	3064	1624.8	168.7	600.45	1044.95	3642.1	784.86	705.9	1469.258604	244.7523039	15782.15
44695	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44696	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44697	1105.621154	3376.8	693.2	1489.1	2182.849366	240.3819033	1542.9	652.55	683	362.57	564.54	885.6	2109.6	455	7247.6	903.35	638.95	1044.55	6012.8	234	110.35	2999.9	1654.6	171.7	602.3	1044.65	3715.85	777.68	712.5	1446.49909	245.3879456	15842.3
44698	1152.060704	3451.6	707.05	1518.45	2210.168825	250.4096411	1604.1	657	710	368.06	583.73	891.75	2176.35	467.3	7532.8	910.8	654.95	1082.9	6107.75	243.325	118.87	3050	1680.85	184.55	641.85	1070.4	3742.9	780.8	744.75	1475.533656	256.768958	16259.3
44699	1156.251424	3448.8	696.15	1509.2	2255.848929	252.3962684	1572.5	656.95	707.35	369.36	581.52	899.15	2166.75	458	7566.55	913.3	659.45	1073.7	6233.75	240.625	118.025	3100.1	1696.4	185.55	631.05	1073.9	3791.2	781.16	759.8	1481.460094	251.320601	16240.3
44700	1129.603913	3261.95	674.25	1427.15	2229.415507	260.7684835	1547.95	643.525	690.3	356.68	570.7	884.6	2111.95	447.5	7404.55	882.55	650.2	1009.4	6072.6	225.575	112.215	3046.9	1661.7	181.2	600.2	1056.65	3698.55	785.89	732.8	1452.027112	241.3319465	15809.4
44701	1195.471093	3293	687.9	1455.15	2289.862886	264.88364	1610.1	660.475	709.55	365.83	576.96	915.65	2137.05	462.4	7586.6	903.8	673.1	1028.85	6128.65	229.8	117.06	3109.95	1664.2	185.95	631.1	1071.35	3787.8	849.82	767.55	1482.456134	253.045914	16266.15
44702	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44703	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44704	1187.47684	3321.75	685.85	1468.4	2342.877403	259.6805685	1644.15	652	711.05	370.86	579.4	922.05	2151.3	460.9	7897.45	941.9	675.35	1018.3	5916.3	233	102.295	3174.2	1725.2	184.3	547.55	1076.5	3786.15	854.99	753.55	1451.628696	255.1344509	16214.7
44705	1191.553681	3288	678.2	1441	2273.81578	256.2276211	1626.3	659.475	708.15	376.52	579.88	909.9	2140.25	462.05	7802.65	946.85	664.05	991.75	5868.05	229.975	100.635	3086.85	1683	182.35	539.7	1073.4	3783.3	869.42	752.15	1397.19511	257.7375548	16125.15
44706	1189.799956	3167.65	688.2	1410.45	2263.03567	257.9777451	1574.75	664.4	713.35	381.51	582.74	911.2	2113.4	454.1	7787.25	928.4	665	974.45	5792.2	222.425	99.91	2838.05	1645.65	180.7	528.45	1096	3791.8	861.49	707.9	1370.102822	252.440541	16025.8
44707	1178.457682	3226.95	693.65	1423.95	2244.822697	252.3016671	1564.55	683.35	728.5	381.73	581.78	899.95	2141.95	468.9	7805	929.8	683.25	980.7	5874.25	226.675	105.2	2840.15	1816.2	183.25	551.7	1105.35	3857.35	860.83	701.5	1387.035502	254.6501525	16170.15
44708	1172.991526	3261.3	684.4	1461.35	2294.440741	254.6666996	1600.3	696.025	739.8	389.24	599.35	903.9	2149.2	468.95	7942.95	952.85	688.3	1003.9	5948	233.475	104.35	2834.85	1821.85	181.85	548.4	1121.1	3833.05	878.1	703.1	1391.169068	260.0682408	16352.45
44709	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44710	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44711	1213.851042	3375.25	699.05	1526.8	2312.506041	254.5247977	1660.85	700.775	748.5	380.64	611.12	888.3	2255.9	474.6	8013.9	998.35	693.65	1039.9	6102.65	238.125	104.745	2844	1808.9	187.2	538.85	1148.4	3856.7	874.06	734.7	1435.29364	267.8170152	16661.4
44712	1199.206299	3364.35	700.2	1503.6	2316.739326	256.0384185	1654.5	694.475	752.85	369.37	608.215	860.6	2216	468.1	7966.35	1034.35	685.2	1040.75	6082.6	239.025	105.565	2859.65	1838.55	192.9	551.25	1174.15	3864.1	873.93	739.85	1422.942744	268.5131942	16584.55
44713	1199.593486	3355.2	694.65	1478.55	2272.634398	257.1736341	1648	697.425	752.65	373.02	601.015	839.25	2197.6	468.3	7939.4	1047.35	686.05	1017.9	5975.65	235.375	106.355	2852.5	1825.55	196.05	569.5	1152.75	3720.1	863.8	736.9	1430.861262	269.1488358	16522.75
44714	1240.954066	3423	695.95	1508	2249.351328	258.7345555	1637.15	692.55	749.75	371.53	605.785	859.55	2220.95	469.85	7925.4	1044.55	691.55	1039.7	6007.85	237.075	108.155	2908.55	1828.55	198.2	573.4	1143.75	3688.7	866.63	748.45	1426.877102	265.849553	16628
44715	1266.098384	3440.15	686.5	1521.7	2256.390396	257.9777451	1652.05	690.15	744.3	371.73	602.82	865.1	2204.4	464.5	7705.05	1028.65	677.3	1043	5678.85	237.75	106.73	2886.9	1812.6	197	562.45	1141.15	3672.7	868	739.9	1334.145778	261.4605987	16584.3
44716	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44717	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44718	1260.655003	3430.95	682.95	1530.05	2245.118043	259.9643724	1640.2	689.225	746.75	373.86	602.1	859.8	2198.55	463.7	7710.55	1035.95	672.2	1037.3	5581.35	236.6	107.81	2817.45	1819.8	194.85	579	1142	3817	861.15	741.25	1321.446268	261.7330166	16569.55
44719	1263.023671	3362.7	685.3	1506.7	2177.287026	259.1129607	1589.45	681.3	735.25	371.63	587.86	848.25	2100.8	463.4	7809.4	1042.55	665.85	1022.9	5555.2	233.825	106.85	2744.7	1820.65	197.55	572.1	1134.3	3834.1	828.79	734.55	1321.396466	263.8518221	16416.35
44720	1240.840188	3404.15	663.3	1500	2162.962769	253.4368827	1584.55	683.7	729.5	369.1	595.43	847.25	2128.85	471.3	7892.45	1045	658.6	1030.2	5531.85	235.2	108.675	2705.2	1802.5	197.65	576.15	1136.05	3794.15	839.83	728.6	1323.48815	263.7307475	16356.25
44721	1274.867009	3427.1	676.35	1515	2163.602685	256.2276211	1595.1	688.85	732.75	373.04	589.855	858.85	2139.7	466.95	7929.85	1045.1	661.3	1028.65	5481.9	237.525	104.485	2686.8	1793.55	198.75	572.2	1163.7	3878.65	864.58	735.5	1303.915964	259.4023305	16478.1
44722	1236.37616	3359.9	673.35	1476.8	2165.768552	255.565412	1585.1	675.55	720	358.36	566.75	845.7	2142.25	461.85	7935.1	1036.5	660.7	1015.35	5511.05	230.475	102.37	2708.75	1808.9	198.5	572.5	1154.9	3881	870.31	726.4	1321.24706	259.1299127	16201.8
44723	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44724	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44725	1212.985568	3219.6	671.3	1424.5	2162.815097	250.3623405	1532.05	663.3	688	347.47	535.825	829.5	2102.4	445.85	7901.6	1004.3	648.95	991.8	5356.15	223.05	99.195	2660.75	1755.8	191.05	564	1133.7	3881.25	853.44	695.25	1287.431502	246.2051991	15774.4
44726	1197.133715	3210.55	682.05	1440.55	2137.316935	251.1191509	1544.65	656	685.5	347.94	537.575	825.05	2102	448.1	7811.65	1019.25	650.75	996.9	5428.6	222.95	99.615	2635.4	1742.9	192.2	561.9	1132.1	3681.75	862.21	704.7	1304.164974	245.266871	15732.1
44727	1182.648402	3206.3	682.1	1422.2	2113.246277	249.1798242	1560.35	653.725	687.25	347.33	548.495	822.3	2105.05	451.35	7853.45	1025.5	650.5	989.9	5454.15	220.05	95.955	2661.15	1735.5	190.05	563	1125.75	3698.1	867.1	703.75	1326.426468	250.6849593	15692.15
44728	1166.11328	3142	654.2	1397.2	2113.39395	246.6255891	1527.4	640.65	678.5	335.16	528.39	814.6	2060.95	441.6	7833.6	1005.25	634.9	964.95	5305.25	211.15	90.17	2657.45	1649.2	179.9	545.85	1105.15	3658.2	857.5	681.7	1279.961202	237.8813204	15360.6
44729	1179.77867	3088.9	643.65	1387.3	2077.706368	249.0852229	1489.95	644.875	686.85	334.72	541.955	793.4	1936.45	441	7688.15	997.65	635.2	958.75	5177.3	202.6	90.67	2580.2	1631.95	182.65	554.6	1082.1	3628.95	829.34	668.95	1284.941402	235.4598284	15293.5
44730	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44731	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44732	1158.392335	3112.4	640.9	1414.15	2161.830612	249.8420333	1471.8	661.075	685.95	335.84	547.045	805.3	1961.7	434.7	7660.95	982.7	628.3	960.05	5333.3	207.325	86.14	2660.7	1549.3	176.85	550.35	1075.95	3615.95	830.36	663.15	1310.78864	231.6762471	15350.15
44733	1177.091143	3211.95	654.3	1449.9	2170.789425	255.3289087	1500.3	668.275	696.1	336.3	554.915	817.45	2078.1	450.75	7780.6	997.95	636.5	986.6	5418.9	212.575	88.48	2678.35	1627.6	184.8	576.2	1096.35	3645.25	853.73	689.1	1328.816964	240.6963048	15638.8
44734	1141.333373	3222.95	642.85	1437.25	2168.672782	250.9772489	1478.75	665.125	686.6	333.94	543.96	809.3	2031.2	447.65	7782.75	983.8	626.8	961.3	5409.95	205.625	83.81	2666.35	1646.85	179.35	550.4	1070.45	3635.65	852.18	668.3	1319.653396	237.9721263	15413.3
44735	1122.816769	3308.8	660.2	1452.45	2217.650911	251.1664515	1494.3	667.575	699.15	336.82	544.815	824.9	2041.4	451.4	8271	1027.7	629.35	971.25	5410.3	209.525	84.13	2758.2	1621.5	177.15	558.95	1073.85	3784.8	858.98	675.3	1310.838442	246.5078856	15556.65
44736	1138.805276	3293.1	671.2	1441.1	2268.154992	251.4975561	1494.85	676.9	713.45	339.68	558.775	824.6	2045.6	454.25	8363.2	1072.05	634	966.7	5468.3	209.375	85.285	2760.9	1630.75	176.55	567.8	1078.55	3813.35	861.93	686.4	1318.00993	247.7791689	15699.25
44737	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44738	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44739	1135.434479	3314.7	683.95	1474.6	2284.645115	255.3762094	1535.8	678.125	717.35	338.31	564.12	835.65	2040.3	461.2	8448.75	1082.7	637.1	992.35	5560.25	212.45	86.785	2820.95	1625.15	182.05	571.65	1084.55	3861.2	864.11	687.75	1343.956772	250.9271085	15832.05
44740	1151.40021	3318.15	681.15	1480.15	2281.69166	257.1736341	1551.5	672.95	710.3	333.76	557.625	828.6	1968.05	464.25	8489.7	1112	642.35	1001.95	5572.75	213.625	87.89	2726.5	1637.9	186.4	578.4	1078.05	3889	874.92	678.05	1337.731522	252.5010783	15850.2
44741	1175.291867	3290.5	687.8	1463.25	2198.798023	259.2548627	1547.9	671.975	702.75	328.49	551.28	838.7	1936.15	459.1	8508.9	1111.75	625.55	987.55	5618.3	210.375	88.16	2697.8	1615.2	188.75	576.05	1067.65	3867.55	872.87	677.8	1318.00993	252.4102724	15799.1
44742	1182.352318	3267.1	684.95	1461.9	2195.992241	258.7345555	1558.25	674	707.2	332.22	540.05	830.6	1941.25	465.9	8470.75	1093.15	636.8	973.25	5607.3	208.025	86.705	2695.2	1606.2	185.6	564.5	1081.6	3706.6	878.76	672.05	1315.51983	249.2926014	15780.25
44743	1097.194163	3315.1	673.45	1479.4	2246.93934	268.9987966	1572.15	676.875	703.9	333.55	561.44	829.25	1946.2	466.85	8402.6	1107.35	643.95	975.35	5691.7	211	87.285	2773.15	1650.4	183.25	578.85	1099.85	3624.6	877.18	677.9	1341.91489	249.8374371	15752.05
44744	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44745	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44746	1099.471728	3235.05	681.9	1488	2338.348772	276.1411947	1581.7	677.825	720.1	334.18	563.03	829.4	1962.5	473.45	8443.35	1091.2	654.35	984.6	5709.05	210.15	85.455	2790.3	1648.75	182.05	551.5	1117.65	3679.75	870.89	682	1345.450832	247.2646019	15835.35
44747	1108.377007	3216.3	684.45	1475.95	2364.240728	271.4111297	1564.9	676.3	719.45	332.61	566.11	835.8	1954.25	472.15	8348.7	1081.95	648.5	982.15	5729.95	206.8	86.015	2766.6	1629.45	182.45	552.65	1111	3682.75	878.84	678.75	1344.40499	249.413676	15810.85
44748	1098.629029	3260.75	693.95	1491.65	2459.637324	273.6815609	1556.15	685.625	725.95	340.9	591.67	837.7	2013.55	479.95	8630.05	1104.55	657.95	986.6	5828.05	208.025	85.815	2861.4	1662.15	181.7	554.55	1116.1	3773.05	878	694.35	1364.226186	252.0470486	15989.8
44749	1087.810595	3287.85	686.8	1498.7	2434.582181	276.1884954	1611.1	697.9	742	347.7	586.07	849.45	2127.5	486.75	8606.4	1133.3	658.15	989.85	5838.85	210.4	90	2891.4	1692	186	574.6	1124.6	3795.5	867.29	703.6	1369.405594	260.8249571	16132.9
44750	1089.313788	3265.45	695.15	1514.45	2458.111372	277.2291097	1687.45	698.55	755.7	348.95	587.32	857.7	2144.35	488.55	8475.95	1133.6	669.15	983.55	5839.1	209.55	88.59	2879.8	1677.9	189.8	566.2	1146.9	3825	881.24	715.7	1385.840254	267.3024482	16220.6
44751	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44752	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44753	1104.117961	3113.8	660.55	1473.15	2451.958341	279.073835	1663	703.075	769.5	348.25	586.15	857.25	2163.6	488.2	8507.65	1165.05	679.85	943.55	5854.25	205.6	91.275	2933.05	1694.65	193.35	577.3	1147.4	3848.55	900.2	729.2	1400.43224	264.5782697	16216
44754	1102.546441	3084.7	663	1438.6	2411.545232	276.8980051	1653.75	695.9	759.9	343.79	587.355	851.6	2130	484.95	8419.7	1146.65	676.2	927.8	5778.85	204.575	90.21	2893.2	1693.45	193.9	574.45	1139.75	3847.85	896.74	731.9	1374.585002	260.6433452	16058.3
44755	1083.004933	3038.75	643.5	1444.45	2458.997409	278.1751227	1647.25	678.925	753.2	348.41	587.89	860.15	2111.4	486.5	8440.2	1140.35	679.9	917.75	5798.95	203.35	90.485	2941.2	1737.7	193.45	588.6	1139.85	3860.75	900.32	726.75	1393.609366	258.5548083	15966.65
44756	1091.932988	2998.75	641.65	1428.85	2459.046633	275.1478811	1646.15	675.525	752.4	354.01	583.085	879.9	2127.45	479.35	8567.75	1142.65	668.25	903	5735.05	200.725	90.8	2939.15	1761	192	584	1138.95	3863.2	915.08	724.45	1386.288472	259.1299127	15938.65
44757	1094.051123	2994.6	651.8	1430.35	2528.649723	277.7021162	1684.85	681.025	751.2	357.54	591.52	878.4	2189.7	479.1	8778.05	1172.5	662.2	883.15	5807.05	196.925	88.38	2978.15	1785.85	193.4	576.4	1155.45	3913.35	909.2	730.9	1392.663128	266.4851946	16049.2
44758	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44759	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44760	1103.366364	3063.5	663.05	1489.9	2513.882448	279.3576389	1727.65	673.775	772	369.13	605.98	882.8	2237.45	490.3	8704.8	1163.4	684.5	900.3	5982.4	202.375	90.43	3017.85	1801.15	195.6	585.95	1177.15	3984.05	893.22	739.75	1422.643932	272.9626857	16278.5
44761	1110.130732	3074.25	672.9	1484.15	2528.108256	278.6954298	1729.8	674.025	780.65	366.99	606.595	875.3	2241.2	497.95	8715.85	1186.25	700.6	889.7	6085.85	202.825	91.945	3019.1	1776.65	198.25	584.85	1169.95	4002	889.58	749	1436.488888	271.8427457	16340.55
44762	1140.149039	3164.8	670.65	1515.3	2564.091183	282.1010766	1739.95	682.525	783.1	365.55	607.44	867.5	2271.2	508.6	8749.05	1165.65	705.7	917.4	6089	206.05	92.845	3006.45	1766.4	197.85	590.35	1186.05	4002.05	891.75	743.55	1435.941066	274.5063869	16520.85
44763	1132.541972	3177.3	678.35	1532.9	2566.995413	283.3781942	1765.15	680.375	786	360.11	626.69	869.65	2288.6	512.05	8797	1175.15	715.55	924.45	6130.7	207	93.43	3066.1	1826	198.6	587.55	1168.55	4057.05	874.22	754.25	1458.800184	275.3539091	16605.25
44764	1140.19459	3171	678.85	1506.3	2599.631091	284.3242072	1767.75	696.25	800.05	365.42	625.825	874.5	2325	513.7	8830.95	1181.1	730.75	920.25	6458.7	205.425	93.605	3067.4	1815.45	197.1	582.45	1164.95	4054.5	874.7	754.25	1515.325454	275.3841777	16719.45
44765	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44766	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44767	1102.523665	3166.75	678.4	1503.6	2582.894846	284.8445143	1782.45	698.3	800.9	359.11	622.7	868.35	2328.85	517.8	8621.6	1135.85	727.35	930.65	6382.9	207.4	96.07	3104.95	1816.4	200.9	585.5	1144.95	4021.15	866.11	749.95	1492.56594	272.1454322	16631
44768	1103.02473	3115.9	684.1	1451.15	2507.581744	286.1216319	1751.25	696.875	796.3	352.32	626.445	867.65	2293.2	514.2	8525.85	1136	706.45	913.5	6399.65	202.6	94.95	3108.5	1779.65	202.3	597.75	1138.2	3925.6	842.4	749.1	1508.851194	267.060299	16483.85
44769	1101.97705	3188.85	674.9	1471.05	2541.891046	287.729854	1796.65	702.2	800.5	350.82	639.635	894	2303.55	528.2	8658.1	1138.1	718.95	928.45	6535.35	203.325	95.94	3186.05	1772.1	203.45	602.7	1149.35	3883.85	857.21	760.65	1540.724474	268.8158807	16641.8
44770	1119.240992	3260.5	666.85	1517.4	2579.449149	287.0676449	1801.25	708.425	814.6	365.7	707.66	894.85	2334.65	532.45	8721.05	1149.15	725.9	946.1	6471.25	208	100.35	3272.4	1843	202.85	616.7	1191.45	3858.25	852.01	764.5	1544.459624	267.7262093	16929.6
44771	1143.087098	3301.9	677.95	1549.7	2596.480739	286.6892397	1808.05	717.1	818.6	362.07	720.91	943.2	2352.05	528.35	8773.55	1164.45	724.75	948.4	6544.8	211.85	107.6	3333.75	1867.95	211.25	629.6	1294.4	3914.45	818.07	763.7	1566.77092	272.1757008	17158.25
44772	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44773	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44774	1172.877648	3298.8	694.45	1551.05	2552.769605	290.8989975	1814.7	723.075	823.4	371.15	726.1	918.7	2376.25	533.75	9003.4	1237.75	730.8	952.15	6657.65	214.5	108.25	3324.55	1891.4	212.75	639.2	1313.3	3973.3	822.09	801.25	1562.189136	290.0947416	17340.05
44775	1177.341675	3291.8	686.8	1543.6	2594.364096	293.2167294	1793.05	715.125	817.75	376.92	734.19	917.25	2384.95	542.1	9173.05	1254.5	730.45	951.05	6651.3	214.8	107	3396.15	1944.65	215.25	648.7	1285.2	3996.2	817.08	802.3	1583.554194	288.3088913	17345.45
44776	1187.226308	3339.5	693.15	1566.1	2585.60218	291.513906	1789.8	716.8	824.8	370.22	729.635	897	2416.4	540.85	8959.45	1253.7	730.5	957.2	6602.7	216.175	107.05	3439.65	1976.65	212.1	652.8	1283.55	4003.45	819.26	807.2	1580.566074	283.1934894	17388.15
44777	1171.533885	3354.95	694.3	1599.9	2587.177356	292.7910235	1780.1	715.95	820.25	367.11	731.665	918.5	2423.65	533.25	8966.7	1261.8	721.6	958.1	6588.05	217.75	107.7	3460.5	1986.1	207.15	664.35	1278.8	4011.7	829.59	807.25	1573.095774	283.8593997	17382
44778	1154.269942	3365.05	703.65	1616.65	2604.356619	294.0681411	1787.45	713.525	838.2	366.78	730.47	915.95	2432.8	531.05	8841.2	1235.9	728.5	957.75	6775.2	220	107.35	3473.9	2080.9	208.45	667.15	1266.65	4013.1	831.37	810.25	1591.970732	281.6497883	17397.5
44779	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
